folder,inner_folder,method,R,quartet_score
37-taxon,estimated-genetrees/1X-200-1000,MP,1,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,1,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,1,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,1,66045
37-taxon,estimated-genetrees/1X-200-1000,RAND,1,65949
37-taxon,estimated-genetrees/1X-200-1000,MP,2,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,2,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,2,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,2,66045
37-taxon,estimated-genetrees/1X-200-1000,RAND,2,66045
37-taxon,estimated-genetrees/1X-200-1000,MP,3,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,3,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,3,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,3,66045
37-taxon,estimated-genetrees/1X-200-1000,RAND,3,66045
37-taxon,estimated-genetrees/1X-200-1000,MP,4,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,4,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,4,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,4,65373
37-taxon,estimated-genetrees/1X-200-1000,RAND,4,65373
37-taxon,estimated-genetrees/1X-200-1000,MP,5,65277
37-taxon,estimated-genetrees/1X-200-1000,MV,5,65277
37-taxon,estimated-genetrees/1X-200-1000,OG,5,65277
37-taxon,estimated-genetrees/1X-200-1000,RD,5,65277
37-taxon,estimated-genetrees/1X-200-1000,RAND,5,65277
37-taxon,estimated-genetrees/1X-200-1000,MP,6,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,6,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,6,65805
37-taxon,estimated-genetrees/1X-200-1000,RD,6,65709
37-taxon,estimated-genetrees/1X-200-1000,RAND,6,65949
37-taxon,estimated-genetrees/1X-200-1000,MP,7,65709
37-taxon,estimated-genetrees/1X-200-1000,MV,7,65709
37-taxon,estimated-genetrees/1X-200-1000,OG,7,65709
37-taxon,estimated-genetrees/1X-200-1000,RD,7,65949
37-taxon,estimated-genetrees/1X-200-1000,RAND,7,65949
37-taxon,estimated-genetrees/1X-200-1000,MP,8,65805
37-taxon,estimated-genetrees/1X-200-1000,MV,8,65805
37-taxon,estimated-genetrees/1X-200-1000,OG,8,65805
37-taxon,estimated-genetrees/1X-200-1000,RD,8,65805
37-taxon,estimated-genetrees/1X-200-1000,RAND,8,65709
37-taxon,estimated-genetrees/1X-200-1000,MP,9,65373
37-taxon,estimated-genetrees/1X-200-1000,MV,9,65373
37-taxon,estimated-genetrees/1X-200-1000,OG,9,65373
37-taxon,estimated-genetrees/1X-200-1000,RD,9,65277
37-taxon,estimated-genetrees/1X-200-1000,RAND,9,65373
37-taxon,estimated-genetrees/1X-200-1000,MP,10,64785
37-taxon,estimated-genetrees/1X-200-1000,MV,10,64785
37-taxon,estimated-genetrees/1X-200-1000,OG,10,64785
37-taxon,estimated-genetrees/1X-200-1000,RD,10,65373
37-taxon,estimated-genetrees/1X-200-1000,RAND,10,66045
37-taxon,estimated-genetrees/1X-200-1000,MP,11,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,11,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,11,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,11,66045
37-taxon,estimated-genetrees/1X-200-1000,RAND,11,66045
37-taxon,estimated-genetrees/1X-200-1000,MP,12,65805
37-taxon,estimated-genetrees/1X-200-1000,MV,12,65805
37-taxon,estimated-genetrees/1X-200-1000,OG,12,65805
37-taxon,estimated-genetrees/1X-200-1000,RD,12,65709
37-taxon,estimated-genetrees/1X-200-1000,RAND,12,64701
37-taxon,estimated-genetrees/1X-200-1000,MP,13,64689
37-taxon,estimated-genetrees/1X-200-1000,MV,13,64689
37-taxon,estimated-genetrees/1X-200-1000,OG,13,64689
37-taxon,estimated-genetrees/1X-200-1000,RD,13,65949
37-taxon,estimated-genetrees/1X-200-1000,RAND,13,65949
37-taxon,estimated-genetrees/1X-200-1000,MP,14,65805
37-taxon,estimated-genetrees/1X-200-1000,MV,14,65805
37-taxon,estimated-genetrees/1X-200-1000,OG,14,65805
37-taxon,estimated-genetrees/1X-200-1000,RD,14,64909
37-taxon,estimated-genetrees/1X-200-1000,RAND,14,65709
37-taxon,estimated-genetrees/1X-200-1000,MP,15,65245
37-taxon,estimated-genetrees/1X-200-1000,MV,15,65245
37-taxon,estimated-genetrees/1X-200-1000,OG,15,65245
37-taxon,estimated-genetrees/1X-200-1000,RD,15,65245
37-taxon,estimated-genetrees/1X-200-1000,RAND,15,65373
37-taxon,estimated-genetrees/1X-200-1000,MP,16,65805
37-taxon,estimated-genetrees/1X-200-1000,MV,16,65805
37-taxon,estimated-genetrees/1X-200-1000,OG,16,65805
37-taxon,estimated-genetrees/1X-200-1000,RD,16,65681
37-taxon,estimated-genetrees/1X-200-1000,RAND,16,66045
37-taxon,estimated-genetrees/1X-200-1000,MP,17,65949
37-taxon,estimated-genetrees/1X-200-1000,MV,17,65949
37-taxon,estimated-genetrees/1X-200-1000,OG,17,65949
37-taxon,estimated-genetrees/1X-200-1000,RD,17,65949
37-taxon,estimated-genetrees/1X-200-1000,RAND,17,65277
37-taxon,estimated-genetrees/1X-200-1000,MP,18,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,18,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,18,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,18,65373
37-taxon,estimated-genetrees/1X-200-1000,RAND,18,65277
37-taxon,estimated-genetrees/1X-200-1000,MP,19,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,19,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,19,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,19,66045
37-taxon,estimated-genetrees/1X-200-1000,RAND,19,65373
37-taxon,estimated-genetrees/1X-200-1000,MP,20,66045
37-taxon,estimated-genetrees/1X-200-1000,MV,20,66045
37-taxon,estimated-genetrees/1X-200-1000,OG,20,66045
37-taxon,estimated-genetrees/1X-200-1000,RD,20,65277
37-taxon,estimated-genetrees/1X-200-1000,RAND,20,65373
37-taxon,estimated-genetrees/1X-800-500,MP,1,66045
37-taxon,estimated-genetrees/1X-800-500,MV,1,66045
37-taxon,estimated-genetrees/1X-800-500,OG,1,66045
37-taxon,estimated-genetrees/1X-800-500,RD,1,66045
37-taxon,estimated-genetrees/1X-800-500,RAND,1,65373
37-taxon,estimated-genetrees/1X-800-500,MP,2,66045
37-taxon,estimated-genetrees/1X-800-500,MV,2,66045
37-taxon,estimated-genetrees/1X-800-500,OG,2,66045
37-taxon,estimated-genetrees/1X-800-500,RD,2,66045
37-taxon,estimated-genetrees/1X-800-500,RAND,2,66045
37-taxon,estimated-genetrees/1X-800-500,MP,3,66045
37-taxon,estimated-genetrees/1X-800-500,MV,3,66045
37-taxon,estimated-genetrees/1X-800-500,OG,3,66045
37-taxon,estimated-genetrees/1X-800-500,RD,3,65373
37-taxon,estimated-genetrees/1X-800-500,RAND,3,66045
37-taxon,estimated-genetrees/1X-800-500,MP,4,65805
37-taxon,estimated-genetrees/1X-800-500,MV,4,65805
37-taxon,estimated-genetrees/1X-800-500,OG,4,65805
37-taxon,estimated-genetrees/1X-800-500,RD,4,65949
37-taxon,estimated-genetrees/1X-800-500,RAND,4,66045
37-taxon,estimated-genetrees/1X-800-500,MP,5,66045
37-taxon,estimated-genetrees/1X-800-500,MV,5,66045
37-taxon,estimated-genetrees/1X-800-500,OG,5,66045
37-taxon,estimated-genetrees/1X-800-500,RD,5,65949
37-taxon,estimated-genetrees/1X-800-500,RAND,5,65373
37-taxon,estimated-genetrees/1X-800-500,MP,6,65949
37-taxon,estimated-genetrees/1X-800-500,MV,6,65949
37-taxon,estimated-genetrees/1X-800-500,OG,6,65949
37-taxon,estimated-genetrees/1X-800-500,RD,6,65949
37-taxon,estimated-genetrees/1X-800-500,RAND,6,65949
37-taxon,estimated-genetrees/1X-800-500,MP,7,66045
37-taxon,estimated-genetrees/1X-800-500,MV,7,66045
37-taxon,estimated-genetrees/1X-800-500,OG,7,66045
37-taxon,estimated-genetrees/1X-800-500,RD,7,65373
37-taxon,estimated-genetrees/1X-800-500,RAND,7,65373
37-taxon,estimated-genetrees/1X-800-500,MP,8,66045
37-taxon,estimated-genetrees/1X-800-500,MV,8,66045
37-taxon,estimated-genetrees/1X-800-500,OG,8,66045
37-taxon,estimated-genetrees/1X-800-500,RD,8,66045
37-taxon,estimated-genetrees/1X-800-500,RAND,8,65949
37-taxon,estimated-genetrees/1X-800-500,MP,9,66045
37-taxon,estimated-genetrees/1X-800-500,MV,9,66045
37-taxon,estimated-genetrees/1X-800-500,OG,9,66045
37-taxon,estimated-genetrees/1X-800-500,RD,9,65373
37-taxon,estimated-genetrees/1X-800-500,RAND,9,66045
37-taxon,estimated-genetrees/1X-800-500,MP,10,65949
37-taxon,estimated-genetrees/1X-800-500,MV,10,65949
37-taxon,estimated-genetrees/1X-800-500,OG,10,65949
37-taxon,estimated-genetrees/1X-800-500,RD,10,65277
37-taxon,estimated-genetrees/1X-800-500,RAND,10,65277
37-taxon,estimated-genetrees/1X-800-500,MP,11,66045
37-taxon,estimated-genetrees/1X-800-500,MV,11,66045
37-taxon,estimated-genetrees/1X-800-500,OG,11,66045
37-taxon,estimated-genetrees/1X-800-500,RD,11,65949
37-taxon,estimated-genetrees/1X-800-500,RAND,11,65949
37-taxon,estimated-genetrees/1X-800-500,MP,12,66045
37-taxon,estimated-genetrees/1X-800-500,MV,12,66045
37-taxon,estimated-genetrees/1X-800-500,OG,12,66045
37-taxon,estimated-genetrees/1X-800-500,RD,12,65709
37-taxon,estimated-genetrees/1X-800-500,RAND,12,65373
37-taxon,estimated-genetrees/1X-800-500,MP,13,66045
37-taxon,estimated-genetrees/1X-800-500,MV,13,66045
37-taxon,estimated-genetrees/1X-800-500,OG,13,66045
37-taxon,estimated-genetrees/1X-800-500,RD,13,66045
37-taxon,estimated-genetrees/1X-800-500,RAND,13,65949
37-taxon,estimated-genetrees/1X-800-500,MP,14,66045
37-taxon,estimated-genetrees/1X-800-500,MV,14,66045
37-taxon,estimated-genetrees/1X-800-500,OG,14,66045
37-taxon,estimated-genetrees/1X-800-500,RD,14,65613
37-taxon,estimated-genetrees/1X-800-500,RAND,14,66045
37-taxon,estimated-genetrees/1X-800-500,MP,15,66045
37-taxon,estimated-genetrees/1X-800-500,MV,15,66045
37-taxon,estimated-genetrees/1X-800-500,OG,15,66045
37-taxon,estimated-genetrees/1X-800-500,RD,15,65373
37-taxon,estimated-genetrees/1X-800-500,RAND,15,65373
37-taxon,estimated-genetrees/1X-800-500,MP,16,65949
37-taxon,estimated-genetrees/1X-800-500,MV,16,65949
37-taxon,estimated-genetrees/1X-800-500,OG,16,65949
37-taxon,estimated-genetrees/1X-800-500,RD,16,65613
37-taxon,estimated-genetrees/1X-800-500,RAND,16,65277
37-taxon,estimated-genetrees/1X-800-500,MP,17,66045
37-taxon,estimated-genetrees/1X-800-500,MV,17,66045
37-taxon,estimated-genetrees/1X-800-500,OG,17,66045
37-taxon,estimated-genetrees/1X-800-500,RD,17,65613
37-taxon,estimated-genetrees/1X-800-500,RAND,17,66045
37-taxon,estimated-genetrees/1X-800-500,MP,18,66045
37-taxon,estimated-genetrees/1X-800-500,MV,18,66045
37-taxon,estimated-genetrees/1X-800-500,OG,18,66045
37-taxon,estimated-genetrees/1X-800-500,RD,18,65613
37-taxon,estimated-genetrees/1X-800-500,RAND,18,65373
37-taxon,estimated-genetrees/1X-800-500,MP,19,66045
37-taxon,estimated-genetrees/1X-800-500,MV,19,66045
37-taxon,estimated-genetrees/1X-800-500,OG,19,66045
37-taxon,estimated-genetrees/1X-800-500,RD,19,65373
37-taxon,estimated-genetrees/1X-800-500,RAND,19,66045
37-taxon,estimated-genetrees/1X-800-500,MP,20,65805
37-taxon,estimated-genetrees/1X-800-500,MV,20,65805
37-taxon,estimated-genetrees/1X-800-500,OG,20,65805
37-taxon,estimated-genetrees/1X-800-500,RD,20,65613
37-taxon,estimated-genetrees/1X-800-500,RAND,20,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,1,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,1,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,1,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,1,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,1,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,2,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,2,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,2,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,2,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,2,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,3,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,3,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,3,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,3,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,3,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,4,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,4,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,4,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,4,65949
37-taxon,estimated-genetrees/1X-800-1000,RAND,4,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,5,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,5,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,5,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,5,65373
37-taxon,estimated-genetrees/1X-800-1000,RAND,5,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,6,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,6,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,6,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,6,65373
37-taxon,estimated-genetrees/1X-800-1000,RAND,6,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,7,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,7,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,7,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,7,65373
37-taxon,estimated-genetrees/1X-800-1000,RAND,7,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,8,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,8,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,8,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,8,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,8,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,9,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,9,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,9,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,9,65949
37-taxon,estimated-genetrees/1X-800-1000,RAND,9,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,10,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,10,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,10,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,10,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,10,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,11,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,11,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,11,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,11,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,11,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,12,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,12,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,12,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,12,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,12,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,13,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,13,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,13,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,13,65277
37-taxon,estimated-genetrees/1X-800-1000,RAND,13,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,14,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,14,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,14,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,14,65949
37-taxon,estimated-genetrees/1X-800-1000,RAND,14,65949
37-taxon,estimated-genetrees/1X-800-1000,MP,15,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,15,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,15,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,15,65277
37-taxon,estimated-genetrees/1X-800-1000,RAND,15,65949
37-taxon,estimated-genetrees/1X-800-1000,MP,16,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,16,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,16,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,16,65613
37-taxon,estimated-genetrees/1X-800-1000,RAND,16,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,17,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,17,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,17,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,17,65709
37-taxon,estimated-genetrees/1X-800-1000,RAND,17,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,18,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,18,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,18,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,18,65613
37-taxon,estimated-genetrees/1X-800-1000,RAND,18,66045
37-taxon,estimated-genetrees/1X-800-1000,MP,19,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,19,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,19,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,19,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,19,65373
37-taxon,estimated-genetrees/1X-800-1000,MP,20,66045
37-taxon,estimated-genetrees/1X-800-1000,MV,20,66045
37-taxon,estimated-genetrees/1X-800-1000,OG,20,66045
37-taxon,estimated-genetrees/1X-800-1000,RD,20,66045
37-taxon,estimated-genetrees/1X-800-1000,RAND,20,66045
37-taxon,estimated-genetrees/2X-200-500,MP,1,65949
37-taxon,estimated-genetrees/2X-200-500,MV,1,65949
37-taxon,estimated-genetrees/2X-200-500,OG,1,65949
37-taxon,estimated-genetrees/2X-200-500,RD,1,65277
37-taxon,estimated-genetrees/2X-200-500,RAND,1,65277
37-taxon,estimated-genetrees/2X-200-500,MP,2,66045
37-taxon,estimated-genetrees/2X-200-500,MV,2,66045
37-taxon,estimated-genetrees/2X-200-500,OG,2,66045
37-taxon,estimated-genetrees/2X-200-500,RD,2,66045
37-taxon,estimated-genetrees/2X-200-500,RAND,2,66045
37-taxon,estimated-genetrees/2X-200-500,MP,3,66045
37-taxon,estimated-genetrees/2X-200-500,MV,3,66045
37-taxon,estimated-genetrees/2X-200-500,OG,3,66045
37-taxon,estimated-genetrees/2X-200-500,RD,3,65373
37-taxon,estimated-genetrees/2X-200-500,RAND,3,66045
37-taxon,estimated-genetrees/2X-200-500,MP,4,65949
37-taxon,estimated-genetrees/2X-200-500,MV,4,65949
37-taxon,estimated-genetrees/2X-200-500,OG,4,65949
37-taxon,estimated-genetrees/2X-200-500,RD,4,65277
37-taxon,estimated-genetrees/2X-200-500,RAND,4,65949
37-taxon,estimated-genetrees/2X-200-500,MP,5,66045
37-taxon,estimated-genetrees/2X-200-500,MV,5,66045
37-taxon,estimated-genetrees/2X-200-500,OG,5,66045
37-taxon,estimated-genetrees/2X-200-500,RD,5,64701
37-taxon,estimated-genetrees/2X-200-500,RAND,5,66045
37-taxon,estimated-genetrees/2X-200-500,MP,6,65949
37-taxon,estimated-genetrees/2X-200-500,MV,6,65949
37-taxon,estimated-genetrees/2X-200-500,OG,6,65949
37-taxon,estimated-genetrees/2X-200-500,RD,6,65277
37-taxon,estimated-genetrees/2X-200-500,RAND,6,65949
37-taxon,estimated-genetrees/2X-200-500,MP,7,65805
37-taxon,estimated-genetrees/2X-200-500,MV,7,65805
37-taxon,estimated-genetrees/2X-200-500,OG,7,65805
37-taxon,estimated-genetrees/2X-200-500,RD,7,65373
37-taxon,estimated-genetrees/2X-200-500,RAND,7,65805
37-taxon,estimated-genetrees/2X-200-500,MP,8,65805
37-taxon,estimated-genetrees/2X-200-500,MV,8,65805
37-taxon,estimated-genetrees/2X-200-500,OG,8,65805
37-taxon,estimated-genetrees/2X-200-500,RD,8,66045
37-taxon,estimated-genetrees/2X-200-500,RAND,8,65373
37-taxon,estimated-genetrees/2X-200-500,MP,9,65709
37-taxon,estimated-genetrees/2X-200-500,MV,9,65709
37-taxon,estimated-genetrees/2X-200-500,OG,9,65709
37-taxon,estimated-genetrees/2X-200-500,RD,9,65949
37-taxon,estimated-genetrees/2X-200-500,RAND,9,65277
37-taxon,estimated-genetrees/2X-200-500,MP,10,66045
37-taxon,estimated-genetrees/2X-200-500,MV,10,66045
37-taxon,estimated-genetrees/2X-200-500,OG,10,66045
37-taxon,estimated-genetrees/2X-200-500,RD,10,66045
37-taxon,estimated-genetrees/2X-200-500,RAND,10,65373
37-taxon,estimated-genetrees/2X-200-500,MP,11,65979
37-taxon,estimated-genetrees/2X-200-500,MV,11,66045
37-taxon,estimated-genetrees/2X-200-500,OG,11,65979
37-taxon,estimated-genetrees/2X-200-500,RD,11,65979
37-taxon,estimated-genetrees/2X-200-500,RAND,11,65307
37-taxon,estimated-genetrees/2X-200-500,MP,12,65979
37-taxon,estimated-genetrees/2X-200-500,MV,12,66045
37-taxon,estimated-genetrees/2X-200-500,OG,12,65979
37-taxon,estimated-genetrees/2X-200-500,RD,12,65307
37-taxon,estimated-genetrees/2X-200-500,RAND,12,65979
37-taxon,estimated-genetrees/2X-200-500,MP,13,65949
37-taxon,estimated-genetrees/2X-200-500,MV,13,65949
37-taxon,estimated-genetrees/2X-200-500,OG,13,65883
37-taxon,estimated-genetrees/2X-200-500,RD,13,65277
37-taxon,estimated-genetrees/2X-200-500,RAND,13,65277
37-taxon,estimated-genetrees/2X-200-500,MP,14,66045
37-taxon,estimated-genetrees/2X-200-500,MV,14,66045
37-taxon,estimated-genetrees/2X-200-500,OG,14,65373
37-taxon,estimated-genetrees/2X-200-500,RD,14,64241
37-taxon,estimated-genetrees/2X-200-500,RAND,14,65277
37-taxon,estimated-genetrees/2X-200-500,MP,15,65805
37-taxon,estimated-genetrees/2X-200-500,MV,15,65805
37-taxon,estimated-genetrees/2X-200-500,OG,15,65805
37-taxon,estimated-genetrees/2X-200-500,RD,15,66045
37-taxon,estimated-genetrees/2X-200-500,RAND,15,66045
37-taxon,estimated-genetrees/2X-200-500,MP,16,65949
37-taxon,estimated-genetrees/2X-200-500,MV,16,65949
37-taxon,estimated-genetrees/2X-200-500,OG,16,65949
37-taxon,estimated-genetrees/2X-200-500,RD,16,65277
37-taxon,estimated-genetrees/2X-200-500,RAND,16,65949
37-taxon,estimated-genetrees/2X-200-500,MP,17,65709
37-taxon,estimated-genetrees/2X-200-500,MV,17,65709
37-taxon,estimated-genetrees/2X-200-500,OG,17,65709
37-taxon,estimated-genetrees/2X-200-500,RD,17,65613
37-taxon,estimated-genetrees/2X-200-500,RAND,17,65949
37-taxon,estimated-genetrees/2X-200-500,MP,18,65883
37-taxon,estimated-genetrees/2X-200-500,MV,18,65949
37-taxon,estimated-genetrees/2X-200-500,OG,18,65883
37-taxon,estimated-genetrees/2X-200-500,RD,18,65883
37-taxon,estimated-genetrees/2X-200-500,RAND,18,66045
37-taxon,estimated-genetrees/2X-200-500,MP,19,66045
37-taxon,estimated-genetrees/2X-200-500,MV,19,66045
37-taxon,estimated-genetrees/2X-200-500,OG,19,66045
37-taxon,estimated-genetrees/2X-200-500,RD,19,66045
37-taxon,estimated-genetrees/2X-200-500,RAND,19,66045
37-taxon,estimated-genetrees/2X-200-500,MP,20,66045
37-taxon,estimated-genetrees/2X-200-500,MV,20,66045
37-taxon,estimated-genetrees/2X-200-500,OG,20,66045
37-taxon,estimated-genetrees/2X-200-500,RD,20,65277
37-taxon,estimated-genetrees/2X-200-500,RAND,20,65949
48-taxon,estimated-genetrees/0.5X-1000-500,MP,1,155490
48-taxon,estimated-genetrees/0.5X-1000-500,MV,1,136556
48-taxon,estimated-genetrees/0.5X-1000-500,OG,1,159550
48-taxon,estimated-genetrees/0.5X-1000-500,RD,1,158424
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,1,151375
48-taxon,estimated-genetrees/0.5X-1000-500,MP,2,154471
48-taxon,estimated-genetrees/0.5X-1000-500,MV,2,142179
48-taxon,estimated-genetrees/0.5X-1000-500,OG,2,169211
48-taxon,estimated-genetrees/0.5X-1000-500,RD,2,158279
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,2,157349
48-taxon,estimated-genetrees/0.5X-1000-500,MP,3,148975
48-taxon,estimated-genetrees/0.5X-1000-500,MV,3,136584
48-taxon,estimated-genetrees/0.5X-1000-500,OG,3,174597
48-taxon,estimated-genetrees/0.5X-1000-500,RD,3,155660
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,3,155030
48-taxon,estimated-genetrees/0.5X-1000-500,MP,4,144715
48-taxon,estimated-genetrees/0.5X-1000-500,MV,4,132893
48-taxon,estimated-genetrees/0.5X-1000-500,OG,4,168007
48-taxon,estimated-genetrees/0.5X-1000-500,RD,4,150442
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,4,143398
48-taxon,estimated-genetrees/0.5X-1000-500,MP,5,148409
48-taxon,estimated-genetrees/0.5X-1000-500,MV,5,134447
48-taxon,estimated-genetrees/0.5X-1000-500,OG,5,174482
48-taxon,estimated-genetrees/0.5X-1000-500,RD,5,153608
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,5,148316
48-taxon,estimated-genetrees/0.5X-1000-500,MP,6,158656
48-taxon,estimated-genetrees/0.5X-1000-500,MV,6,145011
48-taxon,estimated-genetrees/0.5X-1000-500,OG,6,176061
48-taxon,estimated-genetrees/0.5X-1000-500,RD,6,163666
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,6,153586
48-taxon,estimated-genetrees/0.5X-1000-500,MP,7,151708
48-taxon,estimated-genetrees/0.5X-1000-500,MV,7,137508
48-taxon,estimated-genetrees/0.5X-1000-500,OG,7,163076
48-taxon,estimated-genetrees/0.5X-1000-500,RD,7,163236
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,7,153376
48-taxon,estimated-genetrees/0.5X-1000-500,MP,8,146790
48-taxon,estimated-genetrees/0.5X-1000-500,MV,8,134213
48-taxon,estimated-genetrees/0.5X-1000-500,OG,8,177070
48-taxon,estimated-genetrees/0.5X-1000-500,RD,8,155851
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,8,143503
48-taxon,estimated-genetrees/0.5X-1000-500,MP,9,145892
48-taxon,estimated-genetrees/0.5X-1000-500,MV,9,134017
48-taxon,estimated-genetrees/0.5X-1000-500,OG,9,167842
48-taxon,estimated-genetrees/0.5X-1000-500,RD,9,155757
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,9,150867
48-taxon,estimated-genetrees/0.5X-1000-500,MP,10,154721
48-taxon,estimated-genetrees/0.5X-1000-500,MV,10,142211
48-taxon,estimated-genetrees/0.5X-1000-500,OG,10,183165
48-taxon,estimated-genetrees/0.5X-1000-500,RD,10,165245
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,10,146364
48-taxon,estimated-genetrees/0.5X-1000-500,MP,11,148278
