folder,inner_folder,method,R,quartet_score
48-taxon,estimated-genetrees/1X-500-500,RAND,14,164227
48-taxon,estimated-genetrees/1X-500-500,MP,15,150430
48-taxon,estimated-genetrees/1X-500-500,MV,15,142668
48-taxon,estimated-genetrees/1X-500-500,OG,15,179669
48-taxon,estimated-genetrees/1X-500-500,RD,15,158427
48-taxon,estimated-genetrees/1X-500-500,RAND,15,152425
48-taxon,estimated-genetrees/1X-500-500,MP,16,150129
48-taxon,estimated-genetrees/1X-500-500,MV,16,144329
48-taxon,estimated-genetrees/1X-500-500,OG,16,175087
48-taxon,estimated-genetrees/1X-500-500,RD,16,165235
48-taxon,estimated-genetrees/1X-500-500,RAND,16,156569
48-taxon,estimated-genetrees/1X-500-500,MP,17,146926
48-taxon,estimated-genetrees/1X-500-500,MV,17,140541
48-taxon,estimated-genetrees/1X-500-500,OG,17,162963
48-taxon,estimated-genetrees/1X-500-500,RD,17,159739
48-taxon,estimated-genetrees/1X-500-500,RAND,17,155907
48-taxon,estimated-genetrees/1X-500-500,MP,18,146856
48-taxon,estimated-genetrees/1X-500-500,MV,18,145711
48-taxon,estimated-genetrees/1X-500-500,OG,18,170659
48-taxon,estimated-genetrees/1X-500-500,RD,18,158592
48-taxon,estimated-genetrees/1X-500-500,RAND,18,154737
48-taxon,estimated-genetrees/1X-500-500,MP,19,154605
48-taxon,estimated-genetrees/1X-500-500,MV,19,149356
48-taxon,estimated-genetrees/1X-500-500,OG,19,173896
48-taxon,estimated-genetrees/1X-500-500,RD,19,158303
48-taxon,estimated-genetrees/1X-500-500,RAND,19,145601
48-taxon,estimated-genetrees/1X-500-500,MP,20,154450
48-taxon,estimated-genetrees/1X-500-500,MV,20,142654
48-taxon,estimated-genetrees/1X-500-500,OG,20,169384
48-taxon,estimated-genetrees/1X-500-500,RD,20,161740
48-taxon,estimated-genetrees/1X-500-500,RAND,20,151627
48-taxon,estimated-genetrees/1X-1000-500,MP,1,162826
48-taxon,estimated-genetrees/1X-1000-500,MV,1,165430
48-taxon,estimated-genetrees/1X-1000-500,OG,1,165073
48-taxon,estimated-genetrees/1X-1000-500,RD,1,162060
48-taxon,estimated-genetrees/1X-1000-500,RAND,1,152766
48-taxon,estimated-genetrees/1X-1000-500,MP,2,174500
48-taxon,estimated-genetrees/1X-1000-500,MV,2,174500
48-taxon,estimated-genetrees/1X-1000-500,OG,2,171184
48-taxon,estimated-genetrees/1X-1000-500,RD,2,160369
48-taxon,estimated-genetrees/1X-1000-500,RAND,2,160397
48-taxon,estimated-genetrees/1X-1000-500,MP,3,175667
48-taxon,estimated-genetrees/1X-1000-500,MV,3,179423
48-taxon,estimated-genetrees/1X-1000-500,OG,3,177814
48-taxon,estimated-genetrees/1X-1000-500,RD,3,164584
48-taxon,estimated-genetrees/1X-1000-500,RAND,3,153354
48-taxon,estimated-genetrees/1X-1000-500,MP,4,170233
48-taxon,estimated-genetrees/1X-1000-500,MV,4,170188
48-taxon,estimated-genetrees/1X-1000-500,OG,4,173157
48-taxon,estimated-genetrees/1X-1000-500,RD,4,162856
48-taxon,estimated-genetrees/1X-1000-500,RAND,4,155935
48-taxon,estimated-genetrees/1X-1000-500,MP,5,170233
48-taxon,estimated-genetrees/1X-1000-500,MV,5,170188
48-taxon,estimated-genetrees/1X-1000-500,OG,5,
48-taxon,estimated-genetrees/1X-1000-500,RD,5,127458
48-taxon,estimated-genetrees/1X-1000-500,RAND,5,
48-taxon,estimated-genetrees/1X-1000-500,MP,6,184115
48-taxon,estimated-genetrees/1X-1000-500,MV,6,180515
48-taxon,estimated-genetrees/1X-1000-500,OG,6,166607
48-taxon,estimated-genetrees/1X-1000-500,RD,6,160184
48-taxon,estimated-genetrees/1X-1000-500,RAND,6,158122
48-taxon,estimated-genetrees/1X-1000-500,MP,7,172532
48-taxon,estimated-genetrees/1X-1000-500,MV,7,172532
48-taxon,estimated-genetrees/1X-1000-500,OG,7,180775
48-taxon,estimated-genetrees/1X-1000-500,RD,7,166663
48-taxon,estimated-genetrees/1X-1000-500,RAND,7,159053
48-taxon,estimated-genetrees/1X-1000-500,MP,8,172532
48-taxon,estimated-genetrees/1X-1000-500,MV,8,172532
48-taxon,estimated-genetrees/1X-1000-500,OG,8,
48-taxon,estimated-genetrees/1X-1000-500,RD,8,110971
48-taxon,estimated-genetrees/1X-1000-500,RAND,8,
48-taxon,estimated-genetrees/1X-1000-500,MP,9,171441
48-taxon,estimated-genetrees/1X-1000-500,MV,9,172188
48-taxon,estimated-genetrees/1X-1000-500,OG,9,185868
48-taxon,estimated-genetrees/1X-1000-500,RD,9,170628
48-taxon,estimated-genetrees/1X-1000-500,RAND,9,157219
48-taxon,estimated-genetrees/1X-1000-500,MP,10,152426
48-taxon,estimated-genetrees/1X-1000-500,MV,10,138226
48-taxon,estimated-genetrees/1X-1000-500,OG,10,176842
48-taxon,estimated-genetrees/1X-1000-500,RD,10,163834
48-taxon,estimated-genetrees/1X-1000-500,RAND,10,153069
48-taxon,estimated-genetrees/1X-1000-500,MP,11,152451
48-taxon,estimated-genetrees/1X-1000-500,MV,11,138959
48-taxon,estimated-genetrees/1X-1000-500,OG,11,181822
48-taxon,estimated-genetrees/1X-1000-500,RD,11,165734
48-taxon,estimated-genetrees/1X-1000-500,RAND,11,152509
48-taxon,estimated-genetrees/1X-1000-500,MP,12,156084
48-taxon,estimated-genetrees/1X-1000-500,MV,12,145406
48-taxon,estimated-genetrees/1X-1000-500,OG,12,184730
48-taxon,estimated-genetrees/1X-1000-500,RD,12,166923
48-taxon,estimated-genetrees/1X-1000-500,RAND,12,157244
48-taxon,estimated-genetrees/1X-1000-500,MP,13,153585
48-taxon,estimated-genetrees/1X-1000-500,MV,13,138800
48-taxon,estimated-genetrees/1X-1000-500,OG,13,185703
48-taxon,estimated-genetrees/1X-1000-500,RD,13,167693
48-taxon,estimated-genetrees/1X-1000-500,RAND,13,152476
48-taxon,estimated-genetrees/1X-1000-500,MP,14,152736
48-taxon,estimated-genetrees/1X-1000-500,MV,14,138036
48-taxon,estimated-genetrees/1X-1000-500,OG,14,185175
48-taxon,estimated-genetrees/1X-1000-500,RD,14,162496
48-taxon,estimated-genetrees/1X-1000-500,RAND,14,157609
48-taxon,estimated-genetrees/1X-1000-500,MP,15,160518
48-taxon,estimated-genetrees/1X-1000-500,MV,15,144178
48-taxon,estimated-genetrees/1X-1000-500,OG,15,179590
48-taxon,estimated-genetrees/1X-1000-500,RD,15,160375
48-taxon,estimated-genetrees/1X-1000-500,RAND,15,155834
48-taxon,estimated-genetrees/1X-1000-500,MP,16,160518
48-taxon,estimated-genetrees/1X-1000-500,MV,16,144178
48-taxon,estimated-genetrees/1X-1000-500,OG,16,
48-taxon,estimated-genetrees/1X-1000-500,RD,16,106745
48-taxon,estimated-genetrees/1X-1000-500,RAND,16,
48-taxon,estimated-genetrees/1X-1000-500,MP,17,160518
48-taxon,estimated-genetrees/1X-1000-500,MV,17,144178
48-taxon,estimated-genetrees/1X-1000-500,OG,17,
48-taxon,estimated-genetrees/1X-1000-500,RD,17,106745
48-taxon,estimated-genetrees/1X-1000-500,RAND,17,
48-taxon,estimated-genetrees/1X-1000-500,MP,18,158223
48-taxon,estimated-genetrees/1X-1000-500,MV,18,152538
48-taxon,estimated-genetrees/1X-1000-500,OG,18,163512
48-taxon,estimated-genetrees/1X-1000-500,RD,18,159585
48-taxon,estimated-genetrees/1X-1000-500,RAND,18,158095
48-taxon,estimated-genetrees/1X-1000-500,MP,19,158661
48-taxon,estimated-genetrees/1X-1000-500,MV,19,152276
48-taxon,estimated-genetrees/1X-1000-500,OG,19,183963
48-taxon,estimated-genetrees/1X-1000-500,RD,19,164129
48-taxon,estimated-genetrees/1X-1000-500,RAND,19,156613
48-taxon,estimated-genetrees/1X-1000-500,MP,20,155289
48-taxon,estimated-genetrees/1X-1000-500,MV,20,140504
48-taxon,estimated-genetrees/1X-1000-500,OG,20,178140
48-taxon,estimated-genetrees/1X-1000-500,RD,20,160542
48-taxon,estimated-genetrees/1X-1000-500,RAND,20,153049
48-taxon,estimated-genetrees/2X-1000-500,MP,1,184760
48-taxon,estimated-genetrees/2X-1000-500,MV,1,184760
48-taxon,estimated-genetrees/2X-1000-500,OG,1,184247
48-taxon,estimated-genetrees/2X-1000-500,RD,1,170360
48-taxon,estimated-genetrees/2X-1000-500,RAND,1,154678
48-taxon,estimated-genetrees/2X-1000-500,MP,2,185097
48-taxon,estimated-genetrees/2X-1000-500,MV,2,185097
48-taxon,estimated-genetrees/2X-1000-500,OG,2,184855
48-taxon,estimated-genetrees/2X-1000-500,RD,2,166020
48-taxon,estimated-genetrees/2X-1000-500,RAND,2,155071
48-taxon,estimated-genetrees/2X-1000-500,MP,3,181010
48-taxon,estimated-genetrees/2X-1000-500,MV,3,181055
48-taxon,estimated-genetrees/2X-1000-500,OG,3,187192
48-taxon,estimated-genetrees/2X-1000-500,RD,3,167075
48-taxon,estimated-genetrees/2X-1000-500,RAND,3,155000
48-taxon,estimated-genetrees/2X-1000-500,MP,4,184267
48-taxon,estimated-genetrees/2X-1000-500,MV,4,184267
48-taxon,estimated-genetrees/2X-1000-500,OG,4,183720
48-taxon,estimated-genetrees/2X-1000-500,RD,4,165448
48-taxon,estimated-genetrees/2X-1000-500,RAND,4,154510
48-taxon,estimated-genetrees/2X-1000-500,MP,5,184760
48-taxon,estimated-genetrees/2X-1000-500,MV,5,184760
48-taxon,estimated-genetrees/2X-1000-500,OG,5,184532
48-taxon,estimated-genetrees/2X-1000-500,RD,5,170572
48-taxon,estimated-genetrees/2X-1000-500,RAND,5,164620
48-taxon,estimated-genetrees/2X-1000-500,MP,6,176660
48-taxon,estimated-genetrees/2X-1000-500,MV,6,176660
48-taxon,estimated-genetrees/2X-1000-500,OG,6,176135
48-taxon,estimated-genetrees/2X-1000-500,RD,6,162964
48-taxon,estimated-genetrees/2X-1000-500,RAND,6,154708
48-taxon,estimated-genetrees/2X-1000-500,MP,7,181367
48-taxon,estimated-genetrees/2X-1000-500,MV,7,184760
48-taxon,estimated-genetrees/2X-1000-500,OG,7,177955
48-taxon,estimated-genetrees/2X-1000-500,RD,7,165431
48-taxon,estimated-genetrees/2X-1000-500,RAND,7,154720
48-taxon,estimated-genetrees/2X-1000-500,MP,8,176147
48-taxon,estimated-genetrees/2X-1000-500,MV,8,176147
48-taxon,estimated-genetrees/2X-1000-500,OG,8,184247
48-taxon,estimated-genetrees/2X-1000-500,RD,8,165307
48-taxon,estimated-genetrees/2X-1000-500,RAND,8,154174
48-taxon,estimated-genetrees/2X-1000-500,MP,9,191000
48-taxon,estimated-genetrees/2X-1000-500,MV,9,191000
48-taxon,estimated-genetrees/2X-1000-500,OG,9,191700
48-taxon,estimated-genetrees/2X-1000-500,RD,9,166798
48-taxon,estimated-genetrees/2X-1000-500,RAND,9,160820
48-taxon,estimated-genetrees/2X-1000-500,MP,10,181972
48-taxon,estimated-genetrees/2X-1000-500,MV,10,182279
48-taxon,estimated-genetrees/2X-1000-500,OG,10,182107
48-taxon,estimated-genetrees/2X-1000-500,RD,10,167861
48-taxon,estimated-genetrees/2X-1000-500,RAND,10,157422
48-taxon,estimated-genetrees/2X-1000-500,MP,11,175754
48-taxon,estimated-genetrees/2X-1000-500,MV,11,179423
48-taxon,estimated-genetrees/2X-1000-500,OG,11,179486
48-taxon,estimated-genetrees/2X-1000-500,RD,11,165312
48-taxon,estimated-genetrees/2X-1000-500,RAND,11,164081
48-taxon,estimated-genetrees/2X-1000-500,MP,12,181235
48-taxon,estimated-genetrees/2X-1000-500,MV,12,181235
48-taxon,estimated-genetrees/2X-1000-500,OG,12,181055
48-taxon,estimated-genetrees/2X-1000-500,RD,12,164102
48-taxon,estimated-genetrees/2X-1000-500,RAND,12,158974
48-taxon,estimated-genetrees/2X-1000-500,MP,13,174855
48-taxon,estimated-genetrees/2X-1000-500,MV,13,174855
48-taxon,estimated-genetrees/2X-1000-500,OG,13,182463
48-taxon,estimated-genetrees/2X-1000-500,RD,13,165879
48-taxon,estimated-genetrees/2X-1000-500,RAND,13,168783
48-taxon,estimated-genetrees/2X-1000-500,MP,14,173957
48-taxon,estimated-genetrees/2X-1000-500,MV,14,173957
48-taxon,estimated-genetrees/2X-1000-500,OG,14,174691
48-taxon,estimated-genetrees/2X-1000-500,RD,14,172231
48-taxon,estimated-genetrees/2X-1000-500,RAND,14,168511
48-taxon,estimated-genetrees/2X-1000-500,MP,15,180035
48-taxon,estimated-genetrees/2X-1000-500,MV,15,174335
48-taxon,estimated-genetrees/2X-1000-500,OG,15,176243
48-taxon,estimated-genetrees/2X-1000-500,RD,15,164147
48-taxon,estimated-genetrees/2X-1000-500,RAND,15,158688
48-taxon,estimated-genetrees/2X-1000-500,MP,16,191000
48-taxon,estimated-genetrees/2X-1000-500,MV,16,193880
48-taxon,estimated-genetrees/2X-1000-500,OG,16,193880
48-taxon,estimated-genetrees/2X-1000-500,RD,16,164719
48-taxon,estimated-genetrees/2X-1000-500,RAND,16,156224
48-taxon,estimated-genetrees/2X-1000-500,MP,17,187551
48-taxon,estimated-genetrees/2X-1000-500,MV,17,187551
48-taxon,estimated-genetrees/2X-1000-500,OG,17,180495
48-taxon,estimated-genetrees/2X-1000-500,RD,17,165331
48-taxon,estimated-genetrees/2X-1000-500,RAND,17,157106
48-taxon,estimated-genetrees/2X-1000-500,MP,18,181880
48-taxon,estimated-genetrees/2X-1000-500,MV,18,181880
48-taxon,estimated-genetrees/2X-1000-500,OG,18,191000
48-taxon,estimated-genetrees/2X-1000-500,RD,18,166055
48-taxon,estimated-genetrees/2X-1000-500,RAND,18,157054
48-taxon,estimated-genetrees/2X-1000-500,MP,19,180120
48-taxon,estimated-genetrees/2X-1000-500,MV,19,177672
48-taxon,estimated-genetrees/2X-1000-500,OG,19,185758
48-taxon,estimated-genetrees/2X-1000-500,RD,19,166268
48-taxon,estimated-genetrees/2X-1000-500,RAND,19,155060
48-taxon,estimated-genetrees/2X-1000-500,MP,20,177094
48-taxon,estimated-genetrees/2X-1000-500,MV,20,177094
48-taxon,estimated-genetrees/2X-1000-500,OG,20,179524
48-taxon,estimated-genetrees/2X-1000-500,RD,20,165408
48-taxon,estimated-genetrees/2X-1000-500,RAND,20,161708
37-taxon,true-genetrees/1X-200-true,MP,1,64785
37-taxon,true-genetrees/1X-200-true,MV,1,64785
37-taxon,true-genetrees/1X-200-true,OG,1,64785
37-taxon,true-genetrees/1X-200-true,RAND,1,66045
37-taxon,true-genetrees/1X-200-true,MP,2,66045
37-taxon,true-genetrees/1X-200-true,MV,2,66045
37-taxon,true-genetrees/1X-200-true,OG,2,66045
37-taxon,true-genetrees/1X-200-true,RAND,2,66045
37-taxon,true-genetrees/1X-200-true,MP,3,66045
37-taxon,true-genetrees/1X-200-true,MV,3,66045
37-taxon,true-genetrees/1X-200-true,OG,3,66045
37-taxon,true-genetrees/1X-200-true,RAND,3,66045
37-taxon,true-genetrees/1X-200-true,MP,4,66045
37-taxon,true-genetrees/1X-200-true,MV,4,66045
37-taxon,true-genetrees/1X-200-true,OG,4,66045
37-taxon,true-genetrees/1X-200-true,RAND,4,65373
37-taxon,true-genetrees/1X-200-true,MP,5,66045
37-taxon,true-genetrees/1X-200-true,MV,5,66045
37-taxon,true-genetrees/1X-200-true,OG,5,66045
37-taxon,true-genetrees/1X-200-true,RAND,5,65373
37-taxon,true-genetrees/1X-200-true,MP,6,66045
37-taxon,true-genetrees/1X-200-true,MV,6,66045
37-taxon,true-genetrees/1X-200-true,OG,6,66045
37-taxon,true-genetrees/1X-200-true,RAND,6,65949
37-taxon,true-genetrees/1X-200-true,MP,7,65709
37-taxon,true-genetrees/1X-200-true,MV,7,65709
37-taxon,true-genetrees/1X-200-true,OG,7,65709
37-taxon,true-genetrees/1X-200-true,RAND,7,65949
37-taxon,true-genetrees/1X-200-true,MP,8,66045
37-taxon,true-genetrees/1X-200-true,MV,8,66045
37-taxon,true-genetrees/1X-200-true,OG,8,66045
37-taxon,true-genetrees/1X-200-true,RAND,8,65949
37-taxon,true-genetrees/1X-200-true,MP,9,66045
37-taxon,true-genetrees/1X-200-true,MV,9,66045
37-taxon,true-genetrees/1X-200-true,OG,9,66045
37-taxon,true-genetrees/1X-200-true,RAND,9,65373
37-taxon,true-genetrees/1X-200-true,MP,10,64785
37-taxon,true-genetrees/1X-200-true,MV,10,64785
37-taxon,true-genetrees/1X-200-true,OG,10,64785
37-taxon,true-genetrees/1X-200-true,RAND,10,66045
37-taxon,true-genetrees/1X-200-true,MP,11,66045
37-taxon,true-genetrees/1X-200-true,MV,11,66045
37-taxon,true-genetrees/1X-200-true,OG,11,66045
37-taxon,true-genetrees/1X-200-true,RAND,11,66045
37-taxon,true-genetrees/1X-200-true,MP,12,65805
37-taxon,true-genetrees/1X-200-true,MV,12,65805
37-taxon,true-genetrees/1X-200-true,OG,12,65805
37-taxon,true-genetrees/1X-200-true,RAND,12,65949
37-taxon,true-genetrees/1X-200-true,MP,13,64689
37-taxon,true-genetrees/1X-200-true,MV,13,64689
37-taxon,true-genetrees/1X-200-true,OG,13,64689
37-taxon,true-genetrees/1X-200-true,RAND,13,65277
37-taxon,true-genetrees/1X-200-true,MP,14,65805
37-taxon,true-genetrees/1X-200-true,MV,14,65805
37-taxon,true-genetrees/1X-200-true,OG,14,65805
37-taxon,true-genetrees/1X-200-true,RAND,14,66045
37-taxon,true-genetrees/1X-200-true,MP,15,66045
37-taxon,true-genetrees/1X-200-true,MV,15,66045
37-taxon,true-genetrees/1X-200-true,OG,15,66045
37-taxon,true-genetrees/1X-200-true,RAND,15,65245
37-taxon,true-genetrees/1X-200-true,MP,16,65805
37-taxon,true-genetrees/1X-200-true,MV,16,65805
37-taxon,true-genetrees/1X-200-true,OG,16,65805
37-taxon,true-genetrees/1X-200-true,RAND,16,66045
37-taxon,true-genetrees/1X-200-true,MP,17,66045
37-taxon,true-genetrees/1X-200-true,MV,17,66045
37-taxon,true-genetrees/1X-200-true,OG,17,66045
37-taxon,true-genetrees/1X-200-true,RAND,17,65373
37-taxon,true-genetrees/1X-200-true,MP,18,66045
37-taxon,true-genetrees/1X-200-true,MV,18,66045
37-taxon,true-genetrees/1X-200-true,OG,18,66045
37-taxon,true-genetrees/1X-200-true,RAND,18,66045
37-taxon,true-genetrees/1X-200-true,MP,19,66045
37-taxon,true-genetrees/1X-200-true,MV,19,66045
37-taxon,true-genetrees/1X-200-true,OG,19,66045
37-taxon,true-genetrees/1X-200-true,RAND,19,65373
37-taxon,true-genetrees/1X-200-true,MP,20,65373
37-taxon,true-genetrees/1X-200-true,MV,20,65373
37-taxon,true-genetrees/1X-200-true,OG,20,65373
37-taxon,true-genetrees/1X-200-true,RAND,20,65373
37-taxon,true-genetrees/1X-400-true,MP,1,64785
37-taxon,true-genetrees/1X-400-true,MV,1,64785
37-taxon,true-genetrees/1X-400-true,OG,1,64785
37-taxon,true-genetrees/1X-400-true,RAND,1,65949
37-taxon,true-genetrees/1X-400-true,MP,2,
37-taxon,true-genetrees/1X-400-true,MV,2,
37-taxon,true-genetrees/1X-400-true,OG,2,
37-taxon,true-genetrees/1X-400-true,RAND,2,
37-taxon,true-genetrees/1X-400-true,MP,3,
37-taxon,true-genetrees/1X-400-true,MV,3,
37-taxon,true-genetrees/1X-400-true,OG,3,
37-taxon,true-genetrees/1X-400-true,RAND,3,
37-taxon,true-genetrees/1X-400-true,MP,4,
37-taxon,true-genetrees/1X-400-true,MV,4,
37-taxon,true-genetrees/1X-400-true,OG,4,
37-taxon,true-genetrees/1X-400-true,RAND,4,
37-taxon,true-genetrees/1X-400-true,MP,5,
37-taxon,true-genetrees/1X-400-true,MV,5,
37-taxon,true-genetrees/1X-400-true,OG,5,
37-taxon,true-genetrees/1X-400-true,RAND,5,
37-taxon,true-genetrees/1X-400-true,MP,6,
37-taxon,true-genetrees/1X-400-true,MV,6,
37-taxon,true-genetrees/1X-400-true,OG,6,
37-taxon,true-genetrees/1X-400-true,RAND,6,
37-taxon,true-genetrees/1X-400-true,MP,7,
37-taxon,true-genetrees/1X-400-true,MV,7,
37-taxon,true-genetrees/1X-400-true,OG,7,
37-taxon,true-genetrees/1X-400-true,RAND,7,
37-taxon,true-genetrees/1X-400-true,MP,8,
37-taxon,true-genetrees/1X-400-true,MV,8,
37-taxon,true-genetrees/1X-400-true,OG,8,
37-taxon,true-genetrees/1X-400-true,RAND,8,
37-taxon,true-genetrees/1X-400-true,MP,9,
37-taxon,true-genetrees/1X-400-true,MV,9,
37-taxon,true-genetrees/1X-400-true,OG,9,
37-taxon,true-genetrees/1X-400-true,RAND,9,
37-taxon,true-genetrees/1X-400-true,MP,10,65373
37-taxon,true-genetrees/1X-400-true,MV,10,65373
37-taxon,true-genetrees/1X-400-true,OG,10,65373
37-taxon,true-genetrees/1X-400-true,RAND,10,65277
37-taxon,true-genetrees/1X-400-true,MP,11,66045
37-taxon,true-genetrees/1X-400-true,MV,11,66045
37-taxon,true-genetrees/1X-400-true,OG,11,66045
37-taxon,true-genetrees/1X-400-true,RAND,11,66045
37-taxon,true-genetrees/1X-400-true,MP,12,66045
37-taxon,true-genetrees/1X-400-true,MV,12,66045
37-taxon,true-genetrees/1X-400-true,OG,12,66045
37-taxon,true-genetrees/1X-400-true,RAND,12,65949
37-taxon,true-genetrees/1X-400-true,MP,13,66045
37-taxon,true-genetrees/1X-400-true,MV,13,66045
37-taxon,true-genetrees/1X-400-true,OG,13,66045
37-taxon,true-genetrees/1X-400-true,RAND,13,66045
37-taxon,true-genetrees/1X-400-true,MP,14,66045
37-taxon,true-genetrees/1X-400-true,MV,14,66045
37-taxon,true-genetrees/1X-400-true,OG,14,66045
37-taxon,true-genetrees/1X-400-true,RAND,14,66045
37-taxon,true-genetrees/1X-400-true,MP,15,65805
37-taxon,true-genetrees/1X-400-true,MV,15,65805
37-taxon,true-genetrees/1X-400-true,OG,15,65805
37-taxon,true-genetrees/1X-400-true,RAND,15,66045
37-taxon,true-genetrees/1X-400-true,MP,16,65805
37-taxon,true-genetrees/1X-400-true,MV,16,65805
37-taxon,true-genetrees/1X-400-true,OG,16,65805
37-taxon,true-genetrees/1X-400-true,RAND,16,66045
37-taxon,true-genetrees/1X-400-true,MP,17,66045
37-taxon,true-genetrees/1X-400-true,MV,17,66045
37-taxon,true-genetrees/1X-400-true,OG,17,66045
37-taxon,true-genetrees/1X-400-true,RAND,17,66045
37-taxon,true-genetrees/1X-400-true,MP,18,66045
37-taxon,true-genetrees/1X-400-true,MV,18,66045
37-taxon,true-genetrees/1X-400-true,OG,18,66045
37-taxon,true-genetrees/1X-400-true,RAND,18,65373
37-taxon,true-genetrees/1X-400-true,MP,19,66045
37-taxon,true-genetrees/1X-400-true,MV,19,66045
37-taxon,true-genetrees/1X-400-true,OG,19,66045
37-taxon,true-genetrees/1X-400-true,RAND,19,65373
37-taxon,true-genetrees/1X-400-true,MP,20,66045
37-taxon,true-genetrees/1X-400-true,MV,20,66045
37-taxon,true-genetrees/1X-400-true,OG,20,66045
37-taxon,true-genetrees/1X-400-true,RAND,20,66045
37-taxon,true-genetrees/1X-800-true,MP,1,66045
37-taxon,true-genetrees/1X-800-true,MV,1,66045
37-taxon,true-genetrees/1X-800-true,OG,1,66045
37-taxon,true-genetrees/1X-800-true,RAND,1,66045
37-taxon,true-genetrees/1X-800-true,MP,2,66045
37-taxon,true-genetrees/1X-800-true,MV,2,66045
37-taxon,true-genetrees/1X-800-true,OG,2,66045
37-taxon,true-genetrees/1X-800-true,RAND,2,65373
37-taxon,true-genetrees/1X-800-true,MP,3,66045
37-taxon,true-genetrees/1X-800-true,MV,3,66045
37-taxon,true-genetrees/1X-800-true,OG,3,66045
37-taxon,true-genetrees/1X-800-true,RAND,3,66045
37-taxon,true-genetrees/1X-800-true,MP,4,66045
37-taxon,true-genetrees/1X-800-true,MV,4,66045
37-taxon,true-genetrees/1X-800-true,OG,4,66045
37-taxon,true-genetrees/1X-800-true,RAND,4,65373
37-taxon,true-genetrees/1X-800-true,MP,5,66045
37-taxon,true-genetrees/1X-800-true,MV,5,66045
37-taxon,true-genetrees/1X-800-true,OG,5,66045
37-taxon,true-genetrees/1X-800-true,RAND,5,65373
37-taxon,true-genetrees/1X-800-true,MP,6,66045
37-taxon,true-genetrees/1X-800-true,MV,6,66045
37-taxon,true-genetrees/1X-800-true,OG,6,66045
37-taxon,true-genetrees/1X-800-true,RAND,6,66045
37-taxon,true-genetrees/1X-800-true,MP,7,66045
37-taxon,true-genetrees/1X-800-true,MV,7,66045
37-taxon,true-genetrees/1X-800-true,OG,7,66045
37-taxon,true-genetrees/1X-800-true,RAND,7,65373
37-taxon,true-genetrees/1X-800-true,MP,8,66045
37-taxon,true-genetrees/1X-800-true,MV,8,66045
37-taxon,true-genetrees/1X-800-true,OG,8,66045
37-taxon,true-genetrees/1X-800-true,RAND,8,66045
37-taxon,true-genetrees/1X-800-true,MP,9,66045
37-taxon,true-genetrees/1X-800-true,MV,9,66045
37-taxon,true-genetrees/1X-800-true,OG,9,66045
37-taxon,true-genetrees/1X-800-true,RAND,9,65949
37-taxon,true-genetrees/1X-800-true,MP,10,66045
37-taxon,true-genetrees/1X-800-true,MV,10,66045
37-taxon,true-genetrees/1X-800-true,OG,10,66045
37-taxon,true-genetrees/1X-800-true,RAND,10,65373
37-taxon,true-genetrees/1X-800-true,MP,11,66045
37-taxon,true-genetrees/1X-800-true,MV,11,66045
37-taxon,true-genetrees/1X-800-true,OG,11,66045
37-taxon,true-genetrees/1X-800-true,RAND,11,66045
37-taxon,true-genetrees/1X-800-true,MP,12,66045
37-taxon,true-genetrees/1X-800-true,MV,12,66045
37-taxon,true-genetrees/1X-800-true,OG,12,66045
37-taxon,true-genetrees/1X-800-true,RAND,12,66045
37-taxon,true-genetrees/1X-800-true,MP,13,66045
37-taxon,true-genetrees/1X-800-true,MV,13,66045
37-taxon,true-genetrees/1X-800-true,OG,13,66045
37-taxon,true-genetrees/1X-800-true,RAND,13,65373
37-taxon,true-genetrees/1X-800-true,MP,14,66045
37-taxon,true-genetrees/1X-800-true,MV,14,66045
37-taxon,true-genetrees/1X-800-true,OG,14,66045
37-taxon,true-genetrees/1X-800-true,RAND,14,66045
37-taxon,true-genetrees/1X-800-true,MP,15,66045
37-taxon,true-genetrees/1X-800-true,MV,15,66045
37-taxon,true-genetrees/1X-800-true,OG,15,66045
37-taxon,true-genetrees/1X-800-true,RAND,15,66045
37-taxon,true-genetrees/1X-800-true,MP,16,66045
37-taxon,true-genetrees/1X-800-true,MV,16,66045
37-taxon,true-genetrees/1X-800-true,OG,16,66045
37-taxon,true-genetrees/1X-800-true,RAND,16,65949
37-taxon,true-genetrees/1X-800-true,MP,17,66045
37-taxon,true-genetrees/1X-800-true,MV,17,66045
37-taxon,true-genetrees/1X-800-true,OG,17,66045
37-taxon,true-genetrees/1X-800-true,RAND,17,65373
37-taxon,true-genetrees/1X-800-true,MP,18,66045
37-taxon,true-genetrees/1X-800-true,MV,18,66045
37-taxon,true-genetrees/1X-800-true,OG,18,66045
37-taxon,true-genetrees/1X-800-true,RAND,18,66045
37-taxon,true-genetrees/1X-800-true,MP,19,66045
37-taxon,true-genetrees/1X-800-true,MV,19,66045
37-taxon,true-genetrees/1X-800-true,OG,19,66045
37-taxon,true-genetrees/1X-800-true,RAND,19,65373
37-taxon,true-genetrees/1X-800-true,MP,20,66045
37-taxon,true-genetrees/1X-800-true,MV,20,66045
37-taxon,true-genetrees/1X-800-true,OG,20,66045
37-taxon,true-genetrees/1X-800-true,RAND,20,66045
15-taxon,100gene-100bp/estimated-genetrees,astral-none,1,1319
15-taxon,100gene-100bp/estimated-genetrees,astral-none,2,1221
15-taxon,100gene-100bp/estimated-genetrees,astral-none,3,1265
